Io X	Io Y
-4.193107161330039E11	-6.72165471237158E11
-3.838111291617346E11	-6.909160172922698E11
-3.4696132469304736E11	-7.07271561964603E11
-3.0887784093197656E11	-7.211499907331436E11
-2.6968104908035062E11	-7.324697410238553E11
-2.294958961561676E11	-7.411496904188579E11
-1.884527194347552E11	-7.471091150714752E11
-1.4668813957857455E11	-7.502677298634948E11
-1.0434604105893481E11	-7.505458248185487E11
-6.157864817123652E10	-7.478645153490931E11
-1.8547704291689453E10	-7.421461289256957E11
2.4574238873450306E10	-7.333147569474608E11
6.760241721306611E10	-7.212970078525155E11
1.1033833398308055E11	-7.060230061559211E11
1.5256812775710135E11	-6.874276922626183E11
1.940608417941199E11	-6.654524895736993E11
2.3456662151417563E11	-6.400474190349211E11
2.7381488602840585E11	-6.111737565003729E11
3.115125455505447E11	-5.788073436651982E11
3.473423710080242E11	-5.4294267334190906E11
3.809616750038503E11	-5.035978735368955E11
4.1200153485022797E11	-4.6082071877582806E11
4.400668689071785E11	-4.146957822138045E11
4.647377753258977E11	-3.6535278861533264E11
4.8557265566006213E11	-3.129761311736376E11
5.0211375620074786E11	-2.5781535434776962E11
5.1389584056505914E11	-2.0019615577269287E11
5.2045871452772125E11	-1.4053110485828903E11
5.213642002308759E11	-7.93288151743778E10
5.1621783639366254E11	-1.719979441469508E10
5.0469499711489514E11	4.514323614481253E10
4.86570224738643E11	1.0689289324561957E11
4.617473796458318E11	1.671644997115891E11
4.3028692641524805E11	2.250241808696892E11
3.924257781543712E11	2.795269748187667E11
3.485851718018572E11	3.2976221255736365E11
2.9936335898829584E11	3.749014216001637E11
2.455123579154469E11	4.1424270281487885E11
1.8790099626035065E11	4.4724552022269415E11
1.2746905934133772E11	4.7355137302394037E11
6.517878644937736E10	4.929885087968857E11
1.9698423609885888E9	5.055617623336955E11
-6.127759280342361E10	5.114308892729759E11
-1.237691500388013E11	5.108819079478216E11
-1.84811686433606E11	5.0429593046098706E11
-2.4381905203933777E11	4.921190988866481E11
-3.003103363202519E11	4.7483601756755304E11
-3.539029386929608E11	4.529478840289498E11
-4.043025868556149E11	4.269555863008292E11
-4.5129199200220935E11	3.9734742335156274E11
-4.947193473348189E11	3.6459078411274384E11
-5.344874432026063E11	3.291270125460427E11
-5.705438281866722E11	2.9136870959062823E11
-6.028722018940979E11	2.5169881230727505E11
-6.314850713197703E11	2.1047091176318906E11
-6.564176058475331E11	1.6801039325914563E11
-6.777225729212872E11	1.2461608552802458E11
-6.954662154196877E11	8.056219098591357E10
-7.097249304310813E11	3.610033538633567E10
-7.205826220161024E11	-8.538373058430502E9
-7.281286150026294E11	-5.314134424112099E10
-7.324560300406464E11	-9.75126083032912E10
-7.336605349504692E11	-1.4147104301343146E11
-7.318394018007308E11	-1.848487372212919E11
-7.270908121333359E11	-2.2748949259135287E11
-7.195133638495376E11	-2.692474602181054E11
-7.092057425209402E11	-3.0998590504179645E11
-6.962665266240522E11	-3.495760884439617E11
-6.80794101285023E11	-3.8789625931656757E11
-6.628866618427522E11	-4.2483074525046423E11
-6.426422940851093E11	-4.60269134987611E11
-6.20159120404135E11	-4.9410554319357715E11
-5.955355035340018E11	-5.2623794988084827E11
-5.688703023316422E11	-5.565676078136006E11
-5.402631758802339E11	-5.849985115005404E11
-5.098149329049733E11	-6.114369224578306E11
-4.7762792538695526E11	-6.357909479602231E11
-4.438064879627349E11	-6.579701718493606E11
-4.084574257560321E11	-6.778853362955887E11
-3.716905536324592E11	-6.954480746111855E11
-3.336192908551287E11	-7.105706971469237E11
-2.9436131648347736E11	-7.231660339276453E11
-2.540392914549277E11	-7.331473385937794E11
-2.127816528454745E11	-7.404282607085359E11
-1.707234869962311E11	-7.449228982183527E11
