Jupiter X	Jupiter Y
6.460612940959005E11	-3.8226849607171844E11
6.680670527589196E11	-3.3879230346118567E11
6.873433009931897E11	-2.939311401101077E11
7.037941904697329E11	-2.478619188597459E11
7.173360940815701E11	-2.007675485600188E11
7.27898012604232E11	-1.528394014243889E11
7.354223134254084E11	-1.0427292683485283E11
7.398654566867684E11	-5.526997257552194E10
7.411980858512399E11	-6.034285877176105E9
7.394060045391713E11	4.322633757432907E10
7.344895817076495E11	9.23045662558516E10
7.264649343334489E11	1.4099157198410608E11
7.153626296987367E11	1.8908143763655048E11
7.012290475775442E11	2.3636937641424365E11
6.841244171382863E11	2.826558960034721E11
6.64124379484651E11	3.277452193043072E11
6.41317407021709E11	3.7144917328560004E11
6.158063888648226E11	4.1358586714250464E11
5.87705313076002E11	4.539829720599385E11
5.571411958078599E11	4.924762924631202E11
5.2425074244693744E11	5.2891279087855884E11
4.891819106895902E11	5.631499759479467E11
4.5208953341343915E11	5.950574500604844E11
4.13138324377811E11	6.245161129354436E11
3.724978771261455E11	6.514206303558447E11
3.303446832087291E11	6.756774778207742E11
2.8685875366952295E11	6.972069936077615E11
2.4222429472045032E11	7.159423268479081E11
1.966271036812385E11	7.318299419951359E11
1.502550407721834E11	7.448293751678984E11
1.0329546455150638E11	7.549131525660756E11
5.5936177837467384E10	7.620662385128441E11
8.3620305326659775E9	7.662861448764664E11
-3.9242522125662094E10	7.675823972349198E11
-8.669812024579626E10	7.65975300788208E11
-1.3382752723563046E11	7.614973449393287E11
-1.804590943329071E11	7.541903915022308E11
-2.26424917983371E11	7.441071708457949E11
-2.7156388416887976E11	7.3130871975642E11
-3.157195941245204E11	7.158661925289331E11
-3.587429477477837E11	6.978576583092407E11
-4.004904902082486E11	6.773702368430431E11
-4.408264943446358E11	6.544966626934376E11
-4.79621624710412E11	6.293377289412216E11
-5.167544496636612E11	6.01998620397899E11
-5.521104784467748E11	5.725915768494225E11
-5.855830665965631E11	5.4123211557853894E11
-6.170729418731194E11	5.080419502802516E11
-6.464887239674069E11	4.731451086740627E11
-6.73746821066499E11	4.3667056932214813E11
-6.987707604558116E11	3.9874869729637415E11
-7.21492316383056E11	3.595146353029522E11
-7.418506249736371E11	3.1910347035493506E11
-7.597923958131322E11	2.7765434616376074E11
-7.752719255512223E11	2.3530592847624765E11
-7.882510649460037E11	1.9220003399550998E11
-7.986985940276761E11	1.484773169016939E11
-8.065916344951791E11	1.0428094234590207E11
-8.119130743561E11	5.9752813281517044E10
-8.146544600788018E11	1.5035852858395863E10
-8.148131405110294E11	-2.972819306819044E10
-8.12394821608812E11	-7.439715715580582E10
-8.074106529745907E11	-1.1883050803348596E11
-7.998802230812205E11	-1.6288807564051413E11
-7.898283414665552E11	-2.064315531170635E11
-7.772881485159719E11	-2.493237479113369E11
-7.622977167190796E11	-2.9142941246141016E11
-7.449036447737826E11	-3.326150303553503E11
-7.251573748258932E11	-3.7274976956020844E11
-7.03118096798465E11	-4.117049152047236E11
-6.788504753770358E11	-4.4935455751089514E11
-6.524264899356559E11	-4.855758189828613E11
-6.239232182162881E11	-5.2024899118383966E11
-5.934255623668186E11	-5.532581706557266E11
-5.610229219423556E11	-5.844905112572383E11
-5.268122452365145E11	-6.138382422251311E11
-4.908951970725135E11	-6.411968914492063E11
-4.5338064683184827E11	-6.664678452804508E11
-4.1438204443314685E11	-6.895563967673453E11
-3.740193384174733E11	-7.103742201451083E11
-3.3241767907081885E11	-7.288374995366892E11
-2.897076504436182E11	-7.448698213918561E11
-2.4602485931848026E11	-7.583998906185967E11
-2.0151027273419458E11	-7.693645590983536E11
-1.5630917216882986E11	-7.777063055477338E11
-1.1057153759863588E11	-7.833769764068948E11
-6.445121326209798E10	-7.863345953027637E11
-1.8106263988246628E10	-7.865471723209381E11
2.8302185931645756E10	-7.839900001462537E11
7.460997263557541E10	-7.786491565770698E11
1.2065004948707835E11	-7.705186015201805E11
1.6625418090326474E11	-7.59603647431733E11
2.1125147480572916E11	-7.459185418850936E11
2.554716278742663E11	-7.294893464175039E11
2.987429175409289E11	-7.103517004183193E11
3.4089514520401965E11	-6.885536612510093E11
3.8175854614273517E11	-6.64153227278723E11
4.2116656473621936E11	-6.372208565199344E11
4.5895413134498804E11	-6.078378350252523E11
4.949615920372833E11	-5.760975254536244E11
5.2903248537989526E11	-5.421039311741569E11
5.610174341227513E11	-5.0597317639521747E11
5.90772240269884E11	-4.678320224124799E11
6.181617599274625E11	-4.2781791325982605E11
6.430576047125907E11	-3.860788537751901E11
6.653426335685703E11	-3.4277239470698267E11
6.848919332262367E11	-2.9805122083852545E11
7.016204009184181E11	-2.5210005080632092E11
7.154477148173307E11	-2.0510714987384268E11
7.263023345235575E11	-1.5726194260057266E11
7.341247676734421E11	-1.087607700273621E11
7.388706030612162E11	-5.980355043995238E10
7.405088675082657E11	-1.0595249165908915E10
7.390241387314794E11	3.865816380946228E10
7.34415457901229E11	8.774787083576021E10
7.2669736653137E11	1.364666889319624E11
7.158994539230276E11	1.8460702096363242E11
7.020662238693909E11	2.3196547754476114E11
6.852573087516992E11	2.783408137028749E11
6.655461671393008E11	3.235383727713301E11
6.430209427553318E11	3.6736820126668445E11
6.177820859882365E11	4.0964900893134875E11
5.899437808266359E11	4.5020663482215717E11
5.596306510141888E11	4.8887725472080615E11
5.2697964119856726E11	5.255063607173845E11
4.921360499779724E11	5.599509982152471E11
4.5525569907826935E11	5.920793753109673E11
4.165005806361531E11	6.217719904114978E11
3.7604112043457367E11	6.489219398535198E11
3.3405175196483734E11	6.734348849201578E11
2.907130699918547E11	6.952300764660413E11
2.4620764818067944E11	7.142391902632664E11
2.007218685393869E11	7.30408019108838E11
1.544422733848941E11	7.436942984636088E11
1.0755687877465594E11	7.540699623251855E11
6.025230901486032E10	7.615181558099495E11
1.271443730196131E10	7.660358907879729E11
-3.4873518867571846E10	7.676304943455433E11
-8.233114024733324E10	7.663224627514296E11
-1.2948164483798344E11	7.621416401280173E11
-1.761528595744075E11	7.551300378708293E11
-2.2217697432464026E11	7.453380508336287E11
-2.673923184306484E11	7.32826994462323E11
-3.1164210362087164E11	7.176656570822765E11
-3.547769103971769E11	6.999323327045643E11
-3.966525639037696E11	6.797119721140961E11
-4.371331709338165E11	6.570975094878242E11
-4.760883468496109E11	6.321878255265505E11
-5.1339658778823663E11	6.050882218888564E11
-5.4894211891826624E11	5.75909338879112E11
-5.826183477830037E11	5.4476670391493353E11
-6.143246231439244E11	5.117806568220131E11
-6.439695042529478E11	4.7707496683215173E11
-6.714677326388163E11	4.407777420528515E11
-6.967430528971072E11	4.0301919346339526E11
-7.197256742628276E11	3.6393341403408813E11
-7.403544094870607E11	3.2365544191905365E11
-7.585748575043218E11	2.823237174030075E11
-7.743406853759204E11	2.4007666238308548E11
-7.876126996377803E11	1.9705557011468616E11
-7.983591570764061E11	1.534009627104547E11
-8.065558105791061E11	1.0925562465223607E11
-8.121852207199619E11	6.476102374976495E10
-8.152377781277622E11	2.0060188348123745E10
-8.157100733761882E11	-2.4705519776584297E10
-8.136068008070516E11	-6.939397220338728E10
-8.089383254752749E11	-1.1386489306345612E11
-8.01723299297185E11	-1.5797811887367905E11
-7.919856371905195E11	-2.0159540150821906E11
-7.797576082038794E11	-2.4457954819094684E11
-7.650764840564124E11	-2.8679526814424243E11
-7.479878152141979E11	-3.281093038262804E11
-7.285420543929352E11	-3.683902723698154E11
-7.067977140272706E11	-4.0750980346851385E11
-6.828182618897411E11	-4.453414133644856E11
-6.56674860199746E11	-4.8176257686988043E11
-6.284438109457191E11	-5.1665276211208014E11
-5.982086110544791E11	-5.498962779696719E11
-5.660581799092899E11	-5.813796797766302E11
-5.320880239908144E11	-6.109951528715393E11
-4.9639939569529706E11	-6.38637558607515E11
-4.59099442983044E11	-6.642080723456881E11
-4.203013682440295E11	-6.876111766492341E11
-3.801235281033398E11	-7.08758240836412E11
-3.386905610313816E11	-7.275647752216648E11
-2.96131495603315E11	-7.439536402227819E11
-2.5258171735291565E11	-7.578528583836682E11
-2.0818024079454495E11	-7.691981791567356E11
-1.6307230194502994E11	-7.779316886863746E11
-1.1740602201144992E11	-7.840035095744271E11
-7.133534142948347E10	-7.873713732762251E11
-2.501635821320972E10	-7.880013189880546E11
2.138971780101346E10	-7.858683042987557E11
6.772023680283398E10	-7.809558541510564E11
1.1380847233829704E11	-7.732576730164501E11
1.5948699347440778E11	-7.62776299187486E11
